1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
862.8738127544098,751.1770833333334,1011.7039106145252,849.7688172043011,775.4444444444445,770.0047393364929,860.5826330532213,644.0835322195704,754.9673913043479,762.0901639344262,696.123076923077,708.3079710144928,761.8523809523809,680.297520661157,501.0045871559633,746.24043715847,855.361581920904,860.0955631399318,804.280487804878,812.0574162679426,799.6244897959184,857.7587096774193,802.0123456790124,731.9661016949152,595.0309278350516,948.9554140127389,411.2248062015504,945.4634146341464,810.933628318584,677.585,756.7915742793791,782.5333333333333,513.781512605042,424.6666666666667,578.5,705.1382113821138,626.3333333333334,495.3142857142857,692.112,739.268115942029,787.5849056603773,717.6444444444444,704.0098039215686,771.375,764.2291666666666,743.2363636363636,703.8125,944.0248618784531
861.3507462686567,749.6666666666666,1004.9106145251396,849.8136200716846,772.8941798941798,766.4218009478673,857.5420168067227,646.3556085918855,755.8152173913044,762.0327868852459,696.1,707.8913043478261,760.4095238095238,678.8925619834711,501.0642201834862,744.4153005464481,852.3163841807909,856.0955631399318,799.530487804878,809.9665071770335,798.3265306122449,855.8193548387097,801.3765432098766,728.7542372881356,594.1958762886597,939.2866242038217,410.25581395348837,939.760162601626,807.3716814159292,675.665,752.920177383592,781.1037037037037,514.0378151260504,426.93333333333334,576.8965517241379,699.2073170731708,626.1363636363636,494.9214285714286,689.352,735.7391304347826,783.188679245283,714.4,702.5784313725491,762.3928571428571,755.4791666666666,744.2181818181818,702.4375,941.4447513812155
862.3175033921302,748.5,1002.3687150837989,850.1720430107526,773.6560846560847,766.218009478673,856.8207282913165,646.563245823389,755.2282608695652,758.3688524590164,695.0923076923077,707.0905797101449,759.5095238095238,676.702479338843,499.9403669724771,746.2896174863388,851.6082862523541,854.9419795221843,799.469512195122,810.4832535885167,797.730612244898,856.2774193548387,802.6512345679013,730.4661016949152,596.2061855670103,936.9872611464968,412.16279069767444,939.7886178861788,808.6283185840708,673.93,754.1330376940133,780.0592592592593,515.9621848739496,424.8,574.9827586206897,700.2682926829268,624.4242424242424,491.6142857142857,687.128,737.1521739130435,781.9433962264151,713.9333333333333,704.6372549019608,756.9285714285714,752.2916666666666,744.0363636363636,703.1875,941.0524861878453
861.5719131614654,748.9166666666666,1001.5344506517691,849.6971326164875,774.1640211640212,764.1706161137441,856.9341736694678,647.9689737470167,754.8152173913044,758.827868852459,695.0461538461539,706.5253623188406,761.9142857142857,678.8099173553719,497.8394495412844,744.688524590164,852.9133709981168,856.3788395904437,799.1219512195122,811.0526315789474,797.0571428571428,854.8012903225806,800.7129629629629,728.4745762711865,596.8453608247422,934.8726114649681,410.8837209302326,936.7886178861788,804.2699115044247,673.81,752.119733924612,781.7111111111111,518.2521008403361,422.95238095238096,576.7413793103449,699.260162601626,625.5151515151515,491.6928571428571,687.648,735.9855072463768,778.0566037735849,714.4518518518519,704.3039215686274,765.3035714285714,749.0833333333334,739.3636363636364,704.5625,939.4972375690608
866.8046132971506,751.6171875,1002.268156424581,850.5716845878136,776.7460317460317,767.5781990521327,857.8165266106442,650.4248210023866,759.6521739130435,761.5491803278688,698.2692307692307,709.0398550724638,762.4619047619047,680.3884297520661,501.5275229357798,745.3989071038251,853.346516007533,857.679180887372,799.1036585365854,813.2057416267943,798.7632653061224,855.4851612903226,801.6975308641976,730.3813559322034,599.9587628865979,937.28025477707,415.4573643410853,941.7520325203252,810.9026548672566,675.615,752.139689578714,783.4148148148148,519.7899159663865,426.14285714285717,579.3620689655172,701.7560975609756,630.3636363636364,491.4642857142857,686.552,736.9347826086956,783.4150943396227,714.5481481481481,705.2549019607843,762.7142857142857,755.25,744.8545454545455,700.6875,940.0801104972376
865.4599728629579,749.5598958333334,1000.9068901303539,850.0627240143369,776.3280423280423,766.042654028436,856.5294117647059,651.9928400954653,760.9021739130435,763.2622950819672,697.3230769230769,709.9239130434783,762.8142857142857,680.4214876033058,501.75688073394497,745.1639344262295,854.3596986817325,857.9726962457338,802.4085365853658,812.0382775119617,800.3265306122449,856.3174193548388,802.391975308642,731.1271186440678,597.3505154639175,937.4076433121019,414.92248062015506,939.2317073170732,810.1946902654868,676.06,753.629711751663,782.8962962962963,522.3025210084033,428.7238095238095,579.551724137931,700.6585365853658,631.1666666666666,494.00714285714287,686.36,739.0144927536232,781.0188679245283,715.8592592592593,705.8333333333334,760.6428571428571,753.1666666666666,750.1818181818181,703.875,943.3674033149172
867.5861601085481,752.5260416666666,1005.3947858472998,855.6415770609319,778.3439153439153,769.1516587677725,860.7927170868347,652.145584725537,760.0434782608696,764.8770491803278,697.3692307692307,709.572463768116,764.5095238095238,681.0578512396694,502.6697247706422,745.3224043715848,857.2693032015065,859.3959044368601,802.1036585365854,815.2057416267943,802.0244897959184,856.2348387096774,803.9783950617284,731.4406779661017,595.4948453608248,942.5923566878981,415.04651162790697,943.5772357723578,813.3141592920354,675.895,754.629711751663,782.7333333333333,520.2310924369748,427.0,576.8793103448276,702.5772357723578,630.9545454545455,493.87857142857143,689.32,738.427536231884,783.8867924528302,716.3851851851852,703.7843137254902,763.1964285714286,756.7708333333334,750.9818181818182,707.4375,944.6850828729282
866.229986431479,751.1927083333334,1002.2346368715084,851.9498207885305,776.4973544973545,767.7535545023696,858.6694677871149,649.1551312649165,755.1847826086956,763.3360655737705,697.1923076923077,708.6666666666666,762.1095238095238,681.9173553719008,502.45871559633025,744.8688524590164,856.9077212806027,858.6143344709898,804.5060975609756,813.1483253588517,799.730612244898,857.2567741935484,803.4876543209876,732.5593220338983,597.0,938.1592356687898,415.2403100775194,939.5365853658536,810.8761061946902,676.905,755.3303769401331,783.4296296296296,518.9243697478992,428.0095238095238,576.0862068965517,700.7479674796748,632.939393939394,495.25714285714287,688.008,737.1666666666666,784.1320754716982,717.2296296296296,705.4019607843137,759.6071428571429,754.4375,747.5636363636364,708.375,943.9281767955802
865.3568521031208,755.0651041666666,1005.9348230912477,854.9605734767025,778.7301587301587,769.6445497630332,861.0252100840336,654.5560859188544,760.4673913043479,767.688524590164,697.8307692307692,711.3949275362319,765.7904761904762,682.9256198347107,501.22935779816515,746.1366120218579,858.532956685499,861.5563139931741,806.5060975609756,817.4114832535885,802.3306122448979,858.1329032258064,804.6975308641976,732.4152542372881,596.7731958762887,945.4649681528663,414.8837209302326,940.9065040650406,811.0619469026549,677.65,756.5188470066519,785.7259259259259,521.4495798319327,429.8666666666667,579.6551724137931,705.7276422764228,633.939393939394,495.09285714285716,689.48,741.1884057971015,791.377358490566,720.7111111111111,710.5882352941177,770.4107142857143,761.2083333333334,752.2,703.125,947.8453038674033
860.4056987788331,756.1223958333334,1008.3873370577281,855.241935483871,776.8518518518518,767.473933649289,859.7591036414566,655.0930787589499,754.1521739130435,766.0737704918033,696.5538461538462,710.0507246376811,765.8619047619047,685.5289256198347,502.7522935779817,749.0382513661202,856.3879472693033,860.9965870307167,802.7987804878048,813.3205741626795,801.130612244898,861.1845161290322,807.1203703703703,730.6694915254237,586.659793814433,945.8789808917197,405.82945736434107,942.7723577235772,810.0398230088496,675.745,756.5809312638581,789.0888888888888,515.8823529411765,429.56190476190477,580.2068965517242,706.0081300813008,633.0,494.7785714285714,689.752,745.3188405797101,790.566037735849,721.1851851851852,706.8921568627451,764.25,755.1041666666666,753.9454545454546,715.875,953.0055248618785
